CNT	Subject	Number of possession	Minimum	First quantile	Median	Third quantile	Maximum
Kazakhstan	Maths	Two	259.0824	390.3334	445.3653	498.975725	703.6221
Kazakhstan	Maths	Three or more	309.4797	384.29665	422.3867	473.679725	565.127
Kazakhstan	Reading	None	128.6822	326.4536	371.1056	417.255	599.2315
Kazakhstan	Reading	One	129.7364	361.497575	412.2617	461.1403	650.7028
Kazakhstan	Reading	Two	176.4097	370.25985	426.8571	470.442775	646.7312
Kazakhstan	Reading	Three or more	213.0379	322.042875	387.4014	457.351075	517.2363
Kazakhstan	Science	None	182.1522	357.8329	405.2033	450.1492	637.5793
Kazakhstan	Science	One	146.1581	389.09455	440.31145	490.2462	659.0265
Kazakhstan	Science	Two	240.6192	401.2635	449.2167	491.83145	641.589
Kazakhstan	Science	Three or more	260.5744	375.759975	430.8467	474.463825	593.7523
Korea	Maths	None	306.7534	439.172775	525.2064	590.5203	803.404
Korea	Maths	One	198.0916	475.627	542.5378	610.2274	827.4731
Korea	Maths	Two	183.9928	505.7719	576.7331	641.40445	891.346
Korea	Maths	Three or more	270.6107	477.0681	549.15875	669.796675	780.7369
Korea	Reading	None	297.5034	459.223275	509.73815	573.853275	674.4176
Korea	Reading	One	143.5299	476.7489	532.3506	585.3215	777.713
Korea	Reading	Two	233.9893	497.4009	557.95085	607.63555	773.2974
Korea	Reading	Three or more	190.7645	477.259375	525.32095	609.3435	718.7651
Korea	Science	None	236.6095	473.78775	515.42335	578.06325	738.1947
Korea	Science	One	227.2846	479.0563	531.3689	585.3599	790.2275
Korea	Science	Two	196.5125	495.724575	556.1731	604.9422	817.8292
Korea	Science	Three or more	327.154	484.25495	540.83365	597.319125	704.9981
Liechtenstein	Maths	None	387.0618	408.8721	456.5431	562.2254	633.3619
Liechtenstein	Maths	One	289.461	447.7216	524.6612	581.69885	736.2595
Liechtenstein	Maths	Two	307.9997	484.48745	550.98925	610.052175	750.2025
Liechtenstein	Maths	Three or more	314.9322	480.2228	551.7292	611.6295	703.7
Liechtenstein	Reading	None	356.7671	401.043525	472.568	528.500425	553.5644
Liechtenstein	Reading	One	335.2822	447.868075	493.69205	551.81115	657.8516
Liechtenstein	Reading	Two	299.9092	481.14875	531.79165	587.336725	688.8526
Liechtenstein	Reading	Three or more	323.9675	452.5193	525.0954	595.6571	671.2098
Liechtenstein	Science	None	363.4278	394.8993	486.6561	544.773375	630.1194
Liechtenstein	Science	One	347.6688	452.154075	488.9407	571.7456	687.6539
Liechtenstein	Science	Two	278.2917	474.11415	533.1406	594.358425	728.0306
Liechtenstein	Science	Three or more	360.7236	477.0981	546.4752	583.7747	699.0302
Lithuania	Maths	None	95.194	368.87365	420.2446	475.9776	711.6451
Lithuania	Maths	One	203.5442	420.147225	478.04175	536.169975	777.699
Lithuania	Maths	Two	251.1372	441.061675	503.86355	564.8933	761.1855
Lithuania	Maths	Three or more	227.6133	421.2377	495.7626	570.657425	730.1838
Lithuania	Reading	None	20.7354	367.5608	423.4087	485.9628	718.1397
Lithuania	Reading	One	167.5883	421.30605	483.6991	536.50235	761.3502
Lithuania	Reading	Two	243.2117	444.2593	502.92205	559.535825	723.3362
Lithuania	Reading	Three or more	210.0913	409.494975	484.8458	556.671975	701.5386
Lithuania	Science	None	110.4439	393.8269	449.2167	509.87505	746.7736
Lithuania	Science	One	182.5252	438.7728	498.3588	554.5878	756.0052
Lithuania	Science	Two	275.774	467.889775	523.909	577.55035	759.4554
Lithuania	Science	Three or more	315.8709	444.717475	501.1563	570.463475	703.6927
Luxembourg	Maths	None	250.5141	374.7741	437.2644	501.370925	679.9424
Luxembourg	Maths	One	182.5129	411.131	472.6671	539.2662	750.2804
Luxembourg	Maths	Two	180.4097	435.725925	507.174	570.365275	812.2838
Luxembourg	Maths	Three or more	223.7965	431.032875	508.0698	570.365275	771.4675
Luxembourg	Reading	None	143.7705	373.180975	440.0701	505.125575	678.4242
Luxembourg	Reading	One	154.9738	408.4124	477.7004	544.2652	768.8167
Luxembourg	Reading	Two	139.5202	435.2462	505.04675	573.58475	789.151
Luxembourg	Reading	Three or more	144.3318	425.8884	503.2023	574.24305	772.9766
Luxembourg	Science	None	177.956	356.084475	431.6859	495.8411	689.7986
Luxembourg	Science	One	183.7374	403.5248	475.0466	550.2051	773.0698
Luxembourg	Science	Two	155.2033	435.8821	510.10815	578.109825	810.9288
Luxembourg	Science	Three or more	198.0977	427.11675	506.98435	581.583325	775.3077
Latvia	Maths	None	210.1651	395.61065	456.7378	513.425025	697.78
Latvia	Maths	One	191.7822	440.3412	493.231	546.9777	778.3222
Latvia	Maths	Two	254.8761	468.96715	529.76325	577.8042	742.6468
Latvia	Maths	Three or more	274.5833	454.3231	520.8054	569.2164	730.7291
Latvia	Reading	None	179.6769	386.867925	457.3482	512.060475	634.8166
Latvia	Reading	One	179.6174	444.1822	501.3725	551.0383	722.9056
Latvia	Reading	Two	268.5531	464.680875	525.70655	577.566675	712.103
Latvia	Reading	Three or more	270.4778	451.7976	509.2362	567.21295	705.4308
Latvia	Science	None	232.32	421.0556	474.48715	532.814275	675.8113
Latvia	Science	One	188.8661	454.8116	507.2175	557.2921	728.7766
Latvia	Science	Two	258.0567	478.1238	533.3271	583.355125	725.8859
Latvia	Science	Three or more	270.552	460.87285	507.9634	554.44795	716.561
Macao-China	Maths	None	195.7548	475.84125	535.2937	602.223825	746.6973
Macao-China	Maths	One	141.1513	474.225	539.3441	603.1391	808.7786
Macao-China	Maths	Two	233.8448	486.473775	548.96405	611.648975	829.732
Macao-China	Maths	Three or more	305.5071	474.3029	550.2103	610.013275	791.0189
Macao-China	Reading	None	190.8447	436.1597	489.714	543.700525	724.4942
Macao-China	Reading	One	193.1703	458.0127	512.4134	566.155	757.7758
Macao-China	Reading	Two	217.5494	463.727175	520.2771	572.5834	743.8754
Macao-China	Reading	Three or more	199.5859	442.529375	509.63335	581.205075	757.1404
Macao-China	Science	None	225.6994	458.70475	514.81725	568.34205	665.6471
Macao-China	Science	One	248.0791	470.0578	523.536	574.1701	751.3428
Macao-China	Science	Two	286.2178	475.023325	532.348	583.79805	756.0052
Macao-China	Science	Three or more	277.4524	456.933025	529.2708	585.63965	818.2954
Mexico	Maths	None	169.1151	346.7908	390.0997	437.1475	713.0472
Mexico	Maths	One	171.7635	374.8325	420.1667	468.305	688.9001
Mexico	Maths	Two	161.5594	382.6219	433.9539	485.5974	724.7313
Mexico	Maths	Three or more	176.9824	390.5671	444.3916	499.6183	687.2644
Mexico	Reading	None	116.9264	351.2479	403.5205	451.4768	753.1688
Mexico	Reading	One	110.5719	384.1134	435.3577	484.7714	709.7833
Mexico	Reading	Two	142.8082	395.3407	448.269	501.9994	718.6957
Mexico	Reading	Three or more	151.5494	400.0721	458.3209	514.5097	712.659
Mexico	Science	None	136.74	351.3055	396.0649	438.9593	653.1518
Mexico	Science	One	138.3253	377.9746	422.4543	467.68	674.8788
Mexico	Science	Two	145.2257	386.74	435.7889	482.7863	698.0045
Mexico	Science	Three or more	130.3059	393.2674	444.461	495.7479	676.7438
Montenegro	Maths	None	171.0625	315.1464	360.30535	430.215	571.1248
Montenegro	Maths	One	140.5281	352.5549	402.83535	461.4504	705.5694
Montenegro	Maths	Two	171.6077	358.4164	407.35315	463.942975	632.9724
Montenegro	Maths	Three or more	209.0746	358.435925	407.74265	469.68765	601.5033
Montenegro	Reading	None	146.6575	320.845675	385.6415	427.62175	564.5511
Montenegro	Reading	One	84.4265	360.857	423.60955	485.09835	762.7005
Montenegro	Reading	Two	118.9102	366.4706	425.5858	486.22105	686.4467
Montenegro	Reading	Three or more	190.7645	361.759225	421.6635	485.40495	635.844
Montenegro	Science	None	151.0071	307.501875	357.5065	430.35715	591.6076
Montenegro	Science	One	145.4122	353.357	407.2548	468.542525	665.2742
Montenegro	Science	Two	175.9978	356.760575	412.94295	469.241875	688.9593
Montenegro	Science	Three or more	222.8087	349.603725	408.18725	463.0175	608.1126
Malaysia	Maths	None	174.6456	364.3169	410.8973	457.3999	672.153
Malaysia	Maths	One	182.435	361.610075	418.49195	477.2628	691.6264
Malaysia	Maths	Two	178.0729	366.8874	426.2424	489.33635	670.8288
Malaysia	Maths	Three or more	211.5672	388.911825	460.5546	531.788475	679.5529
Malaysia	Reading	None	97.0171	352.7574	403.6723	452.87985	619.6453
Malaysia	Reading	One	65.7412	340.066625	400.13765	459.9492	685.573
Malaysia	Reading	Two	144.0913	341.8509	404.8036	457.7889	619.963
Malaysia	Reading	Three or more	137.0341	351.714825	421.88505	487.177225	631.5599
Malaysia	Science	None	199.9627	369.6755	417.5121	465.8616	631.3316
Malaysia	Science	One	165.4606	365.2928	417.97835	474.253975	662.1969
Malaysia	Science	Two	182.2454	363.5211	421.9881	481.8538	673.9463
Malaysia	Science	Three or more	199.4965	380.2126	441.9433	512.6259	678.5155
Netherlands	Maths	None	288.7599	392.7481	469.1619	527.5043	554.5334
Netherlands	Maths	One	201.5189	452.2589	518.936	583.8994	818.1259
Netherlands	Maths	Two	231.508	470.44715	540.162	600.782825	754.954
Netherlands	Maths	Three or more	256.8235	447.819	546.9777	612.4864	743.8152
Netherlands	Reading	None	261.3356	380.9057	464.5485	508.4149	535.9216
Netherlands	Reading	One	191.6466	443.4574	512.4134	575.6981	756.1358
Netherlands	Reading	Two	133.9066	453.86265	522.69975	584.83465	734.3437
Netherlands	Reading	Three or more	109.8482	456.0968	532.3506	574.1744	722.429
Netherlands	Science	None	192.7825	421.9881	478.1238	521.9508	573.2376
Netherlands	Science	One	170.4028	448.937	523.163	586.0127	820.6266
Netherlands	Science	Two	241.2719	473.228275	540.22755	599.510475	749.1981
Netherlands	Science	Three or more	267.3816	448.0045	543.1182	607.4599	738.9407
Norway	Maths	None	241.5563	395.0849	468.0714	537.3189	677.1382
Norway	Maths	One	184.9276	425.83345	484.3901	548.224	767.417
Norway	Maths	Two	149.9533	434.869125	495.76255	557.29865	785.3326
Norway	Maths	Three or more	123.002	431.9286	492.9974	548.6135	764.3792
Norway	Reading	None	167.8288	415.0513	496.5272	582.41595	734.0021
Norway	Reading	One	95.2417	441.2921	507.51075	571.1129	768.9756
Norway	Reading	Two	36.3098	452.180275	515.65125	575.18375	854.8405
Norway	Reading	Three or more	30.3754	433.2727	509.2169	571.2718	815.0456
Norway	Science	None	174.1328	409.35285	479.7091	562.9802	701.1749
Norway	Science	One	161.2645	426.0677	495.0019	561.348375	762.7191
Norway	Science	Two	121.9135	436.1619	501.0164	565.7777	809.2503
Norway	Science	Three or more	92.0739	429.6345	494.0694	559.2503	806.3596
New Zealand	Maths	None	281.36	396.8375	452.4926	518.27385	670.9067
New Zealand	Maths	One	233.8448	413.9352	476.9512	547.2114	801.0671
New Zealand	Maths	Two	188.4328	445.1706	510.4456	583.5878	811.5049
New Zealand	Maths	Three or more	162.8836	471.67395	539.9673	601.659125	846.7908
New Zealand	Reading	None	241.6078	392.30275	460.0576	555.8318	677.1533
New Zealand	Reading	One	169.9941	431.6688	497.4009	569.1271	774.8535
New Zealand	Reading	Two	135.751	459.4963	527.9022	595.2656	839.6182
New Zealand	Reading	Three or more	148.9371	481.08865	553.48095	620.585575	833.3147
New Zealand	Science	None	269.2465	407.5811	479.9888	553.3756	734.558
New Zealand	Science	One	191.5703	430.2872	500.5035	572.2119	807.2921
New Zealand	Science	Two	213.1108	464.1365	534.0731	598.4148	835.2667
New Zealand	Science	Three or more	169.4703	487.28555	562.0011	623.242225	833.4017
Peru	Maths	None	129.1556	288.48735	329.3426	379.70085	661.0142
Peru	Maths	One	121.9115	315.7891	366.06945	419.66035	662.2605
Peru	Maths	Two	103.0612	344.2982	402.0953	456.017275	667.8688
Peru	Maths	Three or more	170.9067	367.8221	419.3878	482.3259	677.995
Peru	Reading	None	41.3621	285.35705	346.3232	403.5162	622.2665
Peru	Reading	One	73.1191	329.0072	388.501	444.9175	653.88
Peru	Reading	Two	157.163	363.623725	426.6218	477.11905	711.8647
Peru	Reading	Three or more	135.1955	382.3848	454.043	517.7353	685.4844
Peru	Science	None	96.7363	298.5733	343.8456	387.6725	614.8266
Peru	Science	One	119.3957	328.9258	376.4827	424.0395	621.0742
Peru	Science	Two	124.7109	349.4405	401.6132	453.94905	622.9392
Peru	Science	Three or more	231.2943	367.4375	418.4446	476.2589	633.5696
Poland	Maths	None	253.3962	434.9081	492.7637	539.65575	685.0055
Poland	Maths	One	240.8553	445.7158	504.87615	572.507425	831.4457
Poland	Maths	Two	270.5328	470.1745	539.2662	600.6465	800.9114
Poland	Maths	Three or more	293.122	488.4211	554.14395	612.44745	772.4022
Poland	Reading	None	235.7536	441.812775	502.1668	550.697475	663.3323
Poland	Reading	One	177.9333	458.4003	514.85315	571.703975	765.8778
Poland	Reading	Two	214.3417	475.9546	538.3275	595.025	807.1819
Poland	Reading	Three or more	132.3027	482.93315	543.66475	601.632275	752.2062
Poland	Science	None	213.0175	454.6251	506.75125	556.336275	679.6345
Poland	Science	One	189.9851	461.3391	517.9877	577.270575	768.7803
Poland	Science	Two	273.163	484.7445	543.398	601.492	787.6166
Poland	Science	Three or more	260.5744	492.8105	556.87245	613.3579	763.7449
Portugal	Maths	None	267.3391	394.403325	455.88095	525.965875	661.6373
Portugal	Maths	One	205.102	400.49855	464.4882	525.381725	713.4367
Portugal	Maths	Two	203.1547	430.6045	498.6836	566.6069	787.7473
Portugal	Maths	Three or more	148.3175	444.9369	510.5234	578.9142	749.6573
Portugal	Reading	None	239.6029	386.25865	467.2431	522.878475	649.5573
Portugal	Reading	One	125.005	412.32185	473.1293	534.0427	729.3395
Portugal	Reading	Two	190.0427	438.8863	503.1994	559.9131	722.1113
Portugal	Reading	Three or more	150.5068	442.8318	510.0188	570.1647	740.4598
Portugal	Science	None	243.8829	401.5899	470.2443	521.0416	688.9593
Portugal	Science	One	204.0656	411.847225	473.1816	530.995875	750.4103
Portugal	Science	Two	200.2424	439.8918	498.9183	559.2503	747.6128
Portugal	Science	Three or more	202.2939	451.2682	508.6162	568.5752	756.0985
Qatar	Maths	None	109.9938	300.9893	358.9422	425.4635	656.1848
Qatar	Maths	One	126.8188	338.3004	399.0575	467.6819	733.9227
Qatar	Maths	Two	116.2253	331.991	396.75965	473.2902	689.8349
Qatar	Maths	Three or more	34.7484	302.3134	353.0223	423.594	756.6677
Qatar	Reading	None	23.9599	297.0884	378.9693	461.61955	734.1054
Qatar	Reading	One	106.6404	348.00585	421.5551	487.581025	771.3585
Qatar	Reading	Two	47.2163	339.181325	413.7052	492.43615	732.5167
Qatar	Reading	Three or more	23.9599	304.3041	376.094	452.9196	818.2063
Qatar	Science	None	70.4401	303.60875	370.1417	440.31145	699.7762
Qatar	Science	One	85.6397	342.050575	413.8288	480.9213	729.8023
Qatar	Science	Two	100.4662	332.4459	409.1197	487.4487	749.5711
Qatar	Science	Three or more	2.6483	302.2566	364.6401	434.9496	755.2592
China-Shanghai	Maths	None	281.6716	464.644	544.2904	621.346825	835.9635
China-Shanghai	Maths	One	266.6381	549.4703	623.3915	681.2666	908.6384
China-Shanghai	Maths	Two	286.9684	561.758025	632.58295	695.228975	962.2293
China-Shanghai	Maths	Three or more	351.5423	564.718025	637.52925	683.506	832.8478
China-Shanghai	Reading	None	299.1073	456.124675	521.9678	581.2863	728.5452
China-Shanghai	Reading	One	226.1302	521.4685	576.832	623.1402	788.1184
China-Shanghai	Reading	Two	252.434	528.18045	583.1467	634.15695	836.8097
China-Shanghai	Reading	Three or more	372.0041	530.703525	576.0271	624.550175	749.8327
China-Shanghai	Science	None	303.4689	461.12925	524.98135	593.076275	746.9601
China-Shanghai	Science	One	252.182	529.4107	588.0642	636.4603	810.3693
China-Shanghai	Science	Two	273.8157	539.271725	594.6848	645.109125	829.019
China-Shanghai	Science	Three or more	401.6598	549.855475	596.03695	647.067325	752.2753
Russian Federation	Maths	None	227.847	398.239575	448.13055	505.265625	730.8849
Russian Federation	Maths	One	213.5925	430.215	488.6353	547.737225	890.4892
Russian Federation	Maths	Two	281.1263	443.768525	508.8877	562.36175	737.9732
Russian Federation	Maths	Three or more	266.6381	412.260475	460.12615	561.251775	733.2217
Russian Federation	Reading	None	167.8288	384.658325	439.3674	502.226375	699.95
Russian Federation	Reading	One	166.7863	428.2393	489.1281	547.4425	748.9183
Russian Federation	Reading	Two	210.8131	440.379025	506.85115	558.503275	710.4249
Russian Federation	Reading	Three or more	228.0504	378.228425	465.89315	539.45005	685.8854
Russian Federation	Science	None	214.2298	402.5923	452.9467	504.093575	671.8016
Russian Federation	Science	One	211.4323	435.2527	492.624	549.3659	796.7549
Russian Federation	Science	Two	278.5714	454.6251	515.28345	561.185225	722.3424
Russian Federation	Science	Three or more	206.0239	400.0047	479.05635	550.997775	692.596
United States	Maths	None	273.5706	380.363	469.5513	526.1022	658.8332
United States	Maths	One	187.1086	408.307325	464.5661	527.4264	773.7264
United States	Maths	Two	220.6029	421.4909	483.2606	548.5356	829.1868
United States	Maths	Three or more	216.163	443.0675	508.9656	578.40785	807.9997
United States	Reading	None	259.8119	382.4293	481.3559	560.3008	690.6566
United States	Reading	One	181.1411	430.04825	491.5883	551.72	818.3022
United States	Reading	Two	173.243	443.3879	506.811	567.2605	793.9169
United States	Reading	Three or more	229.338	464.69135	526.2983	588.5693	825.1832
United States	Science	None	254.9795	386.74	487.169	559.0638	690.7311
United States	Science	One	206.8631	424.832175	487.30885	546.3819	775.028
United States	Science	Two	195.953	436.2551	503.301	569.5076	825.0093
United States	Science	Three or more	237.2622	459.3342	527.5457	590.0224	820.2536
Romania	Maths	None	208.9188	366.1084	412.4552	461.1388	687.4202
Romania	Maths	One	213.1251	393.6828	445.0927	500.8062	770.5328
Romania	Maths	Two	230.8849	404.179025	457.67255	520.084925	752.8509
Romania	Maths	Three or more	289.1494	419.48515	486.9995	538.818325	696.6116
Romania	Reading	None	138.5316	353.23495	409.3914	463.53545	654.3689
Romania	Reading	One	137.9163	384.2738	446.6953	507.0518	737.918
Romania	Reading	Two	89.96	392.70725	454.5479	520.3962	715.3168
Romania	Reading	Three or more	251.0707	409.487475	473.9313	541.5349	688.9885
Romania	Science	None	188.3999	365.15295	410.705	461.1992	656.229
Romania	Science	One	210.4998	387.0198	439.8918	496.4938	756.0052
Romania	Science	Two	198.6572	393.33735	455.3711	511.530175	736.423
Romania	Science	Three or more	263.6516	409.702525	479.89555	530.2965	667.4189
Singapore	Maths	None	234.6238	453.037875	519.4423	602.32125	786.8905
Singapore	Maths	One	191.0033	485.500125	562.9849	634.4524	872.6515
Singapore	Maths	Two	210.4767	500.3194	575.0974	642.086	885.8934
Singapore	Maths	Three or more	195.1316	544.699325	617.4716	676.2814	910.7415
Singapore	Reading	None	201.1898	426.879225	497.00865	570.537925	750.6023
Singapore	Reading	One	127.4108	460.0684	531.214	601.811	823.783
Singapore	Reading	Two	171.9721	474.4926	543.9411	607.5718	799.4771
Singapore	Reading	Three or more	223.6442	516.2339	586.1244	641.766825	838.7361
Singapore	Science	None	171.0556	426.0211	495.8877	574.519775	744.8154
Singapore	Science	One	112.3088	462.807725	541.533	612.565275	840.8616
Singapore	Science	Two	215.1623	478.7766	555.5203	622.5662	903.3383
Singapore	Science	Three or more	227.2846	527.196025	596.7363	656.532075	841.5144
Serbia	Maths	None	188.6665	348.3487	421.0235	495.7236	705.8031
Serbia	Maths	One	180.176	388.386	441.8212	507.174	760.4845
Serbia	Maths	Two	170.4393	392.9818	450.0779	511.9255	727.7691
Serbia	Maths	Three or more	216.2408	372.651475	440.3412	493.114175	679.3971
Serbia	Reading	None	190.8447	341.5301	421.0029	480.5072	643.1417
Serbia	Reading	One	138.3728	389.3748	449.7927	509.3156	734.1054
Serbia	Reading	Two	166.253	390.529	449.071	510.1792	726.2417
Serbia	Reading	Three or more	187.7973	362.5812	428.73555	488.38615	665.2754
Serbia	Science	None	236.8892	351.3055	418.3514	481.8538	679.5412
Serbia	Science	One	161.7307	385.8075	444.5543	504.2335	731.7605
Serbia	Science	Two	164.1552	391.0295	446.4192	502.3685	728.6833
Serbia	Science	Three or more	193.0623	366.5983	429.16825	485.117475	679.1682
Slovak Republic	Maths	None	115.7579	313.4523	366.0305	449.6884	636.5555
Slovak Republic	Maths	One	133.4398	415.765675	481.66385	554.241275	798.6524
Slovak Republic	Maths	Two	196.9232	437.751225	503.62985	575.1753	793.5893
Slovak Republic	Maths	Three or more	232.2091	453.19365	522.0517	591.92245	777.2317
Slovak Republic	Reading	None	154.7571	257.2457	335.9967	426.8571	610.749
Slovak Republic	Reading	One	116.9264	402.478	475.7758	540.34345	742.0485
Slovak Republic	Reading	Two	120.1933	424.4513	490.8876	554.92245	741.2541
Slovak Republic	Reading	Three or more	195.8969	423.8704	507.727	559.50855	684.3021
Slovak Republic	Science	None	173.853	273.909	353.4502	444.6475	638.3253
Slovak Republic	Science	One	88.0642	407.3247	475.9791	543.4213	796.009
Slovak Republic	Science	Two	135.0615	432.71165	497.28645	565.6844	763.8381
Slovak Republic	Science	Three or more	258.0567	443.1089	515.7963	562.79375	731.201
Slovenia	Maths	None	240.9332	385.2703	425.38555	492.2963	662.3384
Slovenia	Maths	One	164.1299	411.3647	471.6545	537.5526	759.7835
Slovenia	Maths	Two	201.2852	427.8782	489.1806	554.88395	762.0424
Slovenia	Maths	Three or more	272.4022	435.823325	504.3698	565.691675	734.7017
Slovenia	Reading	None	182.0233	345.7604	396.7341	441.401725	689.624
Slovenia	Reading	One	143.5299	398.6682	460.0684	523.8925	728.3863
Slovenia	Reading	Two	192.4486	404.39875	469.3602	532.381275	746.8143
Slovenia	Reading	Three or more	196.4583	410.381025	479.5048	540.582325	722.3739
Slovenia	Science	None	248.7318	362.984925	405.71615	498.964975	664.3417
Slovenia	Science	One	176.9302	427.21	490.2462	553.9351	770.6453
Slovenia	Science	Two	185.3226	440.5446	503.6274	564.93845	751.3428
Slovenia	Science	Three or more	243.1369	449.146775	513.93135	574.1701	765.3301
Sweden	Maths	None	218.2661	404.549025	437.34225	500.786725	592.6235
Sweden	Maths	One	189.4454	406.88585	465.9682	533.46315	750.2804
Sweden	Maths	Two	190.2243	421.6467	482.4817	544.83565	773.9601
Sweden	Maths	Three or more	163.6626	432.4739	495.6457	553.5208	748.1773
Sweden	Reading	None	149.8653	397.9935	476.1611	503.648575	613.3895
Sweden	Reading	One	54.514	405.2848	479.9261	547.4425	826.8013
Sweden	Reading	Two	80.1762	427.58035	497.6392	563.41865	809.3265
Sweden	Reading	Three or more	78.011	436.2399	503.5231	566.5059	774.5357
Sweden	Science	None	207.7023	398.62925	436.16185	476.39875	595.0578
Sweden	Science	One	158.094	413.4092	477.1913	545.9157	742.7639
Sweden	Science	Two	130.1194	426.837	493.9761	557.3853	782.7676
Sweden	Science	Three or more	134.9683	434.2969	502.0888	566.4304	795.1697
Chinese Taipei	Maths	None	175.4245	462.9304	550.7945	628.143	889.7881
Chinese Taipei	Maths	One	212.8135	489.4142	579.8489	654.7827	924.8403
Chinese Taipei	Maths	Two	237.7395	485.500125	568.009	649.271675	835.4183
Chinese Taipei	Maths	Three or more	113.8885	491.2837	566.5291	640.9176	903.809
Chinese Taipei	Reading	None	217.7243	459.0358	522.8189	578.1823	796.8559
Chinese Taipei	Reading	One	146.4971	475.5352	542.0966	597.3506	782.5583
Chinese Taipei	Reading	Two	202.3125	466.654225	530.65565	585.09035	743.3848
Chinese Taipei	Reading	Three or more	176.4996	465.23015	526.6191	582.13375	761.9062
Chinese Taipei	Science	None	170.4961	460.7796	519.2465	572.9579	743.8829
Chinese Taipei	Science	One	259.9217	474.3939	535.2853	593.7523	765.9828
Chinese Taipei	Science	Two	201.1749	471.5964	530.2033	582.422625	722.4357
Chinese Taipei	Science	Three or more	247.7993	470.85045	527.5457	580.2313	732.9728
Thailand	Maths	None	159.2226	367.0432	410.9752	462.19035	685.5507
Thailand	Maths	One	107.657	369.0684	418.9983	477.107	711.4893
Thailand	Maths	Two	227.6133	400.401175	463.7093	536.0726	742.9584
Thailand	Maths	Three or more	182.1234	445.5795	514.496	593.227125	769.5202
Thailand	Reading	None	122.5189	384.0529	435.2775	481.5147	663.65
Thailand	Reading	One	173.2019	384.8352	442.5935	495.2563	696.5345
Thailand	Reading	Two	208.4875	417.86605	479.25095	538.9434	714.2476
Thailand	Reading	Three or more	239.6831	455.007675	515.6701	567.42175	719.0135
Thailand	Science	None	156.3223	387.6725	435.2294	483.7188	662.7564
Thailand	Science	One	193.4353	391.1227	439.6121	495.7712	707.4226
Thailand	Science	Two	219.8247	422.384375	478.96305	540.5306	715.3488
Thailand	Science	Three or more	226.1656	452.154025	521.671	580.650875	779.9702
Tunisia	Maths	None	199.4937	309.51865	353.99595	400.926925	614.979
Tunisia	Maths	One	166.8562	332.3025	381.7651	432.0065	692.7169
Tunisia	Maths	Two	177.8392	350.1402	405.1332	460.7493	675.6582
Tunisia	Maths	Three or more	230.1838	366.906825	426.3982	484.292725	650.7322
Tunisia	Reading	None	140.2419	306.124275	369.836	424.16555	588.7466
Tunisia	Reading	One	128.9205	344.9785	408.4382	462.7041	666.589
Tunisia	Reading	Two	172.3197	375.1846	429.2491	487.79695	674.691
Tunisia	Reading	Three or more	184.1083	371.440175	437.52295	503.42125	640.7359
Tunisia	Science	None	166.6729	324.1934	366.0388	410.6117	605.2219
Tunisia	Science	One	151.7531	342.9131	398.4894	449.2167	644.0134
Tunisia	Science	Two	145.5054	361.8892	416.2066	466.4677	652.1261
Tunisia	Science	Three or more	199.8695	360.467175	422.59415	483.345775	678.4222
Turkey	Maths	None	177.9171	378.4156	430.916	492.53	746.5415
Turkey	Maths	One	194.9759	383.8682	440.2633	509.31605	759.8613
Turkey	Maths	Two	222.6281	417.966175	491.79	553.32605	754.1751
Turkey	Maths	Three or more	290.162	386.8282	442.678	555.7018	675.2687
Turkey	Reading	None	197.9018	416.4318	473.1293	529.4116	749.9916
Turkey	Reading	One	229.9796	415.2289	472.3274	534.6786	749.4355
Turkey	Reading	Two	141.0439	448.269	515.9131	574.8263	715.2802
Turkey	Reading	Three or more	318.3539	426.7073	465.0297	565.5527	706.2251
Turkey	Science	None	163.8754	405.2033	453.6927	511.4137	703.5994
Turkey	Science	One	231.947	404.41065	460.1268	519.9925	729.0563
Turkey	Science	Two	248.5453	438.772825	500.13055	558.3178	702.5737
Turkey	Science	Three or more	344.4983	428.1425	463.204	547.1279	643.1742
Uruguay	Maths	None	159.5342	307.72705	364.6674	418.745125	566.5291
Uruguay	Maths	One	130.7135	351.6981	407.3142	466.961325	684.9276
Uruguay	Maths	Two	162.4163	382.73875	443.6906	502.4225	659.6121
Uruguay	Maths	Three or more	187.8875	392.20285	488.09	562.47855	699.1821
Uruguay	Reading	None	114.3391	326.723525	373.1874	436.598275	609.8753
Uruguay	Reading	One	24.0401	354.4292	416.2224	473.8912	677.7093
Uruguay	Reading	Two	73.7607	377.30125	443.6178	506.4739	761.0276
Uruguay	Reading	Three or more	183.6272	394.61895	488.6635	551.1259	715.0419
Uruguay	Science	None	126.5759	320.020525	374.1514	436.1619	596.5498
Uruguay	Science	One	93.0063	354.895525	419.0041	479.9888	704.5319
Uruguay	Science	Two	114.3603	386.6934	449.4965	511.2738	674.8788
Uruguay	Science	Three or more	164.4349	402.91865	495.8411	557.80495	733.9053
Vietnam	Maths	None	204.3231	438.3938	488.2458	543.3167	752.773
Vietnam	Maths	One	265.8592	465.325625	515.93705	570.521075	824.7468
Vietnam	Maths	Two	324.9026	487.7785	547.4451	600.47125	782.4505
Vietnam	Maths	Three or more	291.4083	508.7319	555.9355	615.582625	778.478
Vietnam	Reading	None	199.5057	447.2005	495.8123	541.4551	736.9693
Vietnam	Reading	One	263.9821	469.6001	518.36565	561.523075	745.3846
Vietnam	Reading	Two	275.709	492.340325	536.44305	581.311725	734.2642
